model_id,sysml_path,txt_path,split,quality,category,likert_score,similarity_percent,structure_score,behavior_score,data_score,token_recall_percent,parse_status,matched_terms,missing_terms
152,data/000152/000152.sysml,data/000152/000152.txt,official,A+,automotive,4,66.9,55.9,,94,64.6,ok,Right Front Wheel | Left Front Wheel | rightFrontWheel: Wheel | leftFrontWheel: Wheel,vehicle_1_t0 | vehicle_1_t1
153,data/000153/000153.sysml,data/000153/000153.txt,official,A+,automotive,2,25.3,22.1,27.3,,28.4,ok,,Vehicle 1 T0 | Vehicle 1 T1 | Vehicle 1 T0 | Vehicle 1 T1 | Individuals And Snapshots Example
154,data/000154/000154.sysml,data/000154/000154.txt,official,A+,automotive,2,28.8,27.3,,,33.3,ok,,Individuals And Time Slices
155,data/000155/000155.sysml,data/000155/000155.txt,official,A+,automotive,4,77.7,68.9,94,74.3,74.1,ok,transmission | engine | car | Car Parts | carParts | vin: >> serialNumber,Car Mass Rollup Example 1 | redefines
156,data/000156/000156.sysml,data/000156/000156.txt,official,A+,automotive,4,80.7,71.7,100,74.3,76,ok,Car Parts | transmission | engine | car | carParts | vin: >> serialNumber,redefines
157,data/000157/000157.sysml,data/000157/000157.txt,official,A+,automotive,5,87,84.9,100,67.8,87.9,ok,Subcomponents | compositeThing | simpleThing | subcomponents | MassedThing | subcomponents: MassedThing,
158,data/000158/000158.sysml,data/000158/000158.txt,official,A+,automotive,4,67.8,54.9,100,46.5,64.2,ok,Subcomponents | subcomponents,minMass: > ISQ mass
159,data/000159/000159.sysml,data/000159/000159.txt,official,A+,automotive,4,75.1,75,100,37.7,71.1,ok,Acceleration | Velocity | Position | Power | Acceleration | Velocity,Calculation Definitions | x0: LengthValue | Cd: Real | Cf: Real
160,data/000160/000160.sysml,data/000160/000160.txt,official,A+,automotive,4,66.9,55.9,94,47.9,64.5,ok,Vehicle Dynamics | Straight Line Dynamics | wheelPower: PowerValue | v_in SpeedValue | mass: MassValue,Calculation Usages 1 | x_out LengthValue | x_in LengthValue
161,data/000161/000161.sysml,data/000161/000161.txt,official,A+,automotive,4,69.6,69.1,,66.5,73.8,ok,Vehicle Dynamics | Dynamic State | wheelPower: PowerValue | mass: MassValue | v: SpeedValue,Calculation Usages 2 | x: LengthValue
162,data/000162/000162.sysml,data/000162/000162.txt,official,A+,automotive,3,58.3,40.3,94,42.3,54.5,ok,Straight Line Dynamics | Straight Line Dynamics | power PowerValue | mass MassValue,Analytical Constraints | x_out LengthValue | v_out SpeedValue
163,data/000163/000163.sysml,data/000163/000163.txt,official,A+,automotive,4,77.4,72.3,,90,76.1,ok,Transmission | Engine | Vehicle | transmission: Engine | chassisMass: MassValue | mass: MassValue,Constraint Assertions 1
164,data/000164/000164.sysml,data/000164/000164.txt,official,A+,automotive,4,83.1,79.7,,90,84.1,ok,Transmission | Engine | Vehicle | transmission: Engine | chassisMass: MassValue | mass: MassValue,Constraint Assertions 2
165,data/000165/000165.sysml,data/000165/000165.txt,official,A+,automotive,4,77.4,72.3,,90,76.1,ok,Transmission | Engine | Vehicle | transmission: Engine | chassisMass: MassValue | mass: MassValue,Constraints Example 1
166,data/000166/000166.sysml,data/000166/000166.txt,official,A+,automotive,4,83.1,79.7,,90,84.1,ok,Transmission | Engine | Vehicle | transmission: Engine | chassisMass: MassValue | mass: MassValue,Constraints Example 2
167,data/000167/000167.sysml,data/000167/000167.txt,official,A+,automotive,1,24,0,,94,8.4,ok,totalMass: MassValue,Derivation Constraints | Vehicle1 | Vehicle2
168,data/000168/000168.sysml,data/000168/000168.txt,official,A+,automotive,4,70.1,76.4,,50.1,75.9,ok,Maintenance Done | Vehicle,
169,data/000169/000169.sysml,data/000169/000169.txt,official,A+,automotive,3,59.3,58.7,41,80.9,66.9,ok,Vehicle | fuelMass: MassValue | dryMass: MassValue,
170,data/000170/000170.sysml,data/000170/000170.txt,official,A+,automotive,4,74.8,66.3,,94,74.7,ok,Engine | clutchPort: ClutchPort,
171,data/000171/000171.sysml,data/000171/000171.txt,official,A+,automotive,2,43.2,41,,41,50,ok,,
172,data/000172/000172.sysml,data/000172/000172.txt,official,A+,automotive,2,43.2,41,,,50,ok,,
173,data/000173/000173.sysml,data/000173/000173.txt,official,A+,automotive,3,51.6,51.5,41,57.6,59.9,ok,Vehicle | cargoMass: MassValue | acceleration AccelerationValue | power PowerValue | mass: MassValue,Distance Per Volume Value | driveTrainEfficiency: Real | base: ScalarQuantityValue | i Positive
174,data/000174/000174.sysml,data/000174/000174.txt,official,A+,automotive,2,42.9,41.2,,41,48.6,ok,,Analysis Case Usage Example
175,data/000175/000175.sysml,data/000175/000175.txt,official,A+,automotive,3,49.3,39.6,,68,52.3,ok,EngineEvaluation | efficiency: Real | engine: Engine | cost: Real,Engine4cyl | Engine6cyl
176,data/000176/000176.sysml,data/000176/000176.txt,official,A+,automotive,3,51,56.6,41,48.4,56,ok,Vehicle,Verification Case Definition Example
177,data/000177/000177.sysml,data/000177/000177.txt,official,A+,automotive,4,68.1,65.9,,70.3,70.7,ok,Scale | massVerificationSystem | scale: Scale,Verification Case Usage Example
178,data/000178/000178.sysml,data/000178/000178.txt,official,A+,automotive,1,0,0,,,0,ok,,Use Case Definition Example
179,data/000179/000179.sysml,data/000179/000179.txt,official,A+,automotive,1,0,0,,,0,ok,,Use Case Usage Example
180,data/000180/000180.sysml,data/000180/000180.txt,official,A+,automotive,2,38.2,37.6,,,40,ok,Variation Configuration,Vehicle4 Cyl | Vehicle6 Cyl
181,data/000181/000181.sysml,data/000181/000181.txt,official,A+,automotive,4,74,64.4,100,57.3,69.4,ok,Cylinder | Engine | Diameter | cylinder | EngineChoices | DiameterChoices,Variation Definitions | base: ISQ LengthValue
182,data/000182/000182.sysml,data/000182/000182.txt,official,A+,automotive,3,64.5,63.8,,63.5,67.2,ok,Transmission | Engine | vehicleFamily | transmission: Transmission,Variation Usages
183,data/000183/000183.sysml,data/000183/000183.txt,official,A+,software,4,78.2,63.2,100,,74.6,ok,Computer Subsystem | Storage Subsystem | Message Schema | Data Schema | Computer Subsystem | Storage Subsystem,Dependency Example | System Assembly
184,data/000184/000184.sysml,data/000184/000184.txt,official,A+,automotive,3,59.9,69.6,41,,68.7,ok,Torque Generator | Provide Power | Power Train | Engine,Allocation Definition Example
185,data/000185/000185.sysml,data/000185/000185.txt,official,A+,automotive,4,76.6,59.9,100,86,68.5,ok,Engine | torqueGenerator | GenerateTorque | Generate Torque | engine: Engine,Allocation Usage Example
186,data/000186/000186.sysml,data/000186/000186.txt,official,A+,automotive,3,65.2,55.6,79,,63.2,ok,Interior | Vehicle | Interior,Example 1
187,data/000187/000187.sysml,data/000187/000187.txt,official,A+,automotive,2,28.4,17.6,41,27.3,30.4,ok,,v_out ISQ SpeedValue | dt ISQ TimeValue | Example 2 | x_out ISQ LengthValue
188,data/000188/000188.sysml,data/000188/000188.txt,official,A+,automotive,4,68.2,65.2,71.1,,69.6,ok,Seat Belt | Interior | Vehicle | Bumper | antilockBrakes | Seat Belt,Driver Air Bag | Driver Air Bag | Filtering Example 1
189,data/000189/000189.sysml,data/000189/000189.txt,official,A+,automotive,4,68.2,65.2,71.1,,69.6,ok,Seat Belt | Interior | Vehicle | Bumper | antilockBrakes | Seat Belt,Driver Air Bag | Driver Air Bag | Filtering Example 2
190,data/000190/000190.sysml,data/000190/000190.txt,official,A+,medical,4,67.5,66.3,,,71.4,ok,Scenario,
191,data/000191/000191.sysml,data/000191/000191.txt,official,A+,medical,1,0,0,,,0,ok,,Semantic Metadata Example
192,data/000192/000192.sysml,data/000192/000192.txt,official,A+,medical,4,66.9,60,,86,63.4,ok,Battery | Device | power: Real,User Keyword Example
193,data/000193/000193.sysml,data/000193/000193.txt,official,A+,unknown,1,0,0,,,0,ok,,Viewpoint Example
194,data/000194/000194.sysml,data/000194/000194.txt,official,A+,automotive,1,0,0,,,0,ok,,Views Example
195,data/000195/000195.sysml,data/000195/000195.txt,official,A+,automotive,4,81.1,70.5,99.1,78.6,78.1,ok,Front Axle Assembly | Rear Axle Assembly | Front Wheel | Front Axle | Rear Axle | Vehicle,steeringAngle: ScalarValues Real | 1a Parts Tree | vehicle1_c1 | vehicle1
196,data/000196/000196.sysml,data/000196/000196.txt,official,A+,automotive,4,77.8,67.3,93.5,76,76.4,ok,Front Axle Assembly | Rear Axle Assembly | Front Wheel | Front Axle | Rear Axle | Vehicle,steeringAngle: ScalarValues Real | 1c Parts Tree Redefinition | vehicle1_c1 | vehicle1
197,data/000197/000197.sysml,data/000197/000197.txt,official,A+,automotive,4,68.3,54,84.5,77.3,65,ok,Trailer Coupler | Trailer Hitch | Hitch Ball | Trailer Coupler | Trailer Hitch | Hitch Ball,vehicle1_c1: Vehicle | vehicle1_c1: Vehicle | 1d Parts Tree With Reference | Vehicle1 C1 | Trailer1 | Trailer1
198,data/000198/000198.sysml,data/000198/000198.txt,official,A+,automotive,4,77,79.7,94.8,36,79.3,ok,Rear Axle Assembly | Rear Wheel | Rear Axle | Transmission | Differential | Driveshaft,drivePwrPort: DrivePwrPort | fuelCmdPort: FuelCmdPort | axleToDiffPort: AxlePort | rightDiffPort: DiffPort | leftDiffPort: DiffPort | 2a Parts Interconnection
199,data/000199/000199.sysml,data/000199/000199.txt,official,A+,unknown,4,75.7,73.9,100,43,72.1,ok,B11 | B12 | C1 | C2 | C3 | C4,2c Parts Interconnection Multiple Decompositions | a11 | a12 | pe: Port | pf: Port | pg: Port
200,data/000200/000200.sysml,data/000200/000200.txt,official,A+,automotive,4,73.2,56.9,100,,65,ok,Engine Start | Engine Off | Engine Off,3a Function Based Behavior 1 | External
201,data/000201/000201.sysml,data/000201/000201.txt,official,A+,automotive,3,62.9,61.3,62.8,,65.9,ok,Engine Start | Engine Off | Engine Start | Engine Off,External | Continue
202,data/000202/000202.sysml,data/000202/000202.txt,official,A+,automotive,3,58.9,56.9,60.3,,60.6,ok,Engine Start | Engine Off | Engine Start | Engine Off,3a Function Based Behavior 5 | Accept | External
203,data/000203/000203.sysml,data/000203/000203.txt,official,A+,automotive,5,90.2,83.5,97.4,91.3,91.2,ok,Vehicle | Trailer | Coupler | Hitch | Trailer | Hitch,3c Function Based Behavior Structure Mod 1
204,data/000204/000204.sysml,data/000204/000204.txt,official,A+,automotive,5,90.2,83.5,97.4,91.3,91.2,ok,Vehicle | Trailer | Coupler | Hitch | Trailer | Hitch,3c Function Based Behavior Structure Mod 2
205,data/000205/000205.sysml,data/000205/000205.txt,official,A+,automotive,5,87.7,85,,94,87.3,ok,Hitch | vehicle | trailer | coupler | Vehicle Frame | trailerFrame,3c Function Based Behavior Structure Mod 3
206,data/000206/000206.sysml,data/000206/000206.txt,official,A+,automotive,4,73.2,66.6,87.8,62.6,73.4,ok,Storage Tank | Fuel Tank | Vehicle | Pump | storageTank | fuelTank,fuelOutPort | fuelOutPort: FuelPort | 3d Function Based Behavior Item | context
207,data/000207/000207.sysml,data/000207/000207.txt,official,A+,automotive,3,62.5,80.8,14.6,88.3,73.2,ok,Transmission | Vehicle | Engine | AssemblyLine | assembledVehicle AssembledVehicle | transmission: Transmission,3e Function Based Behavior Item | Assemblevehicle
208,data/000208/000208.sysml,data/000208/000208.txt,official,A+,automotive,2,24.8,0,,94,11.6,ok,engineTorque: Torque,4a Functional Allocation | Vehicle1 C1 Functional Allocation
209,data/000209/000209.sysml,data/000209/000209.txt,official,A+,automotive,3,63.3,68.7,59.1,45.3,71.6,ok,Return to Normal | Start Signal | Vehicle Controller | Perform Self Test | Vehicle Start Signal | Vehicle Off Signal,5 State Based Behavior 1 | vehicle1_c1 | Over Temp
210,data/000210/000210.sysml,data/000210/000210.txt,official,A+,automotive,3,63.1,70,59.1,45.3,68.9,ok,VehicleA | Start Signal | Over Temp | Vehicle Controller | Vehicle Start Signal | Vehicle Off Signal,5 State Based Behavior 1a | vehicle1_c1
211,data/000211/000211.sysml,data/000211/000211.txt,official,A+,automotive,4,67.7,78.2,59.1,45.3,76.4,ok,VehicleA | Start Signal | Over Temp | Vehicle Controller | Perform Self Test | Vehicle Start Signal,vehicle1_c1
212,data/000212/000212.sysml,data/000212/000212.txt,official,A+,automotive,4,70.1,54.6,82.2,79.7,72.6,ok,Vehicle A | Road | Vehicle A | Road | surfaceFriction: Real | acceleration: Real,6 Individual And Snapshots | referenceTime: DateTime | Temporal Spatial Reference
213,data/000213/000213.sysml,data/000213/000213.txt,official,A+,automotive,5,84.5,73.5,100,,82.5,ok,Subsystem A | Subsystem1 | Subsystem2 | Subsystem3 | subsystem4 | Subsystem A,7a Variant Configuration General Concept | Any Vehicle Config
214,data/000214/000214.sysml,data/000214/000214.txt,official,A+,automotive,2,26.4,25,20,35.7,29.5,ok,Subsystem A | subsystemA | subsystemA: SubsystemA,7a1 Variant Configuration General Concept A | anyVehicleConfig | Subsystem1 | Subsystem2 | Subsystem3 | Subsystem4
215,data/000215/000215.sysml,data/000215/000215.txt,official,A+,automotive,5,87,88.7,99.3,58.5,89.1,ok,Rear Axle Assembly | Transmission | Driveshaft | Engine | Clutch | automaticTransmission,anyVehicleConfig | wheelToRoadPort: WheelToRoadPort | fuelCmdPort: FuelCmdPort | shaftPort_b: ShaftPort_b
216,data/000216/000216.sysml,data/000216/000216.txt,official,A+,automotive,3,62.6,48.2,85,63.1,58,ok,Transmission | Generate Torque | Vehicle | Engine | Generate Torque | transmission,vehicle1_c1 Specification Context | vehicle1_c2 Specification Context | vehicle1_c1 | vehicle1_c2 | drivePwrPort: DrivePwrPort
217,data/000217/000217.sysml,data/000217/000217.txt,official,A+,automotive,4,72.6,77.9,61.1,70.2,79.2,ok,Vehicle Under Test | Test Operator | Scale | Vehicle | vehicleUnderTest | massVerificationSystem,9 Verification Simplified
218,data/000218/000218.sysml,data/000218/000218.txt,official,A+,automotive,5,90.7,83.3,100,,91,ok,Front Axle Assembly | Rear Axle Assembly | Transmission | Vehicle | Engine | Front Axle Assembly,
219,data/000219/000219.sysml,data/000219/000219.txt,official,A+,automotive,3,64.5,73.6,,50.8,58,ok,Cs | vehicle | Engine | cyl | engineChoice | EngineEvaluation,cs: CrankShaft | cs: CrankShaft
220,data/000220/000220.sysml,data/000220/000220.txt,official,A+,automotive,3,61.2,55.6,,70.3,64.3,ok,Transmission | Engine | Vehicle | transmission: Transmission | engine: Engine | t: TimeValue,vehicle1_c1_analysized | vehicle1_c1
221,data/000221/000221.sysml,data/000221/000221.txt,official,A+,automotive,4,67.1,81.8,54.7,48.1,71.8,ok,Acceleration | Velocity | Position | Vehicle | a: AccelerationValue | p: PowerValue,10d Dynamics Analysis | x_out LengthValue | x0: LengthValue
222,data/000222/000222.sysml,data/000222/000222.txt,official,A+,automotive,4,81.4,82.4,97.4,41,87.9,ok,Front Axle Assembly | Rear Axle Assembly | Front Axle | Rear Axle | vehicle | Rear Axle Assembly,11a View Viewpoint
223,data/000223/000223.sysml,data/000223/000223.txt,official,A+,automotive,4,77.1,76.1,76.9,,79.3,ok,Seat Belt | Interior | Vehicle | Alarm | antilockBrakes | keylessEntry,Driver Air Bag | Driver Air Bag
224,data/000224/000224.sysml,data/000224/000224.txt,official,A+,software,1,0,0,,,0,ok,,12a Dependency
225,data/000225/000225.sysml,data/000225/000225.txt,official,A+,automotive,3,65.5,55.6,94,41,63.4,ok,Torque Generator | Engine | Generate Torque,12b Allocation 1
226,data/000226/000226.sysml,data/000226/000226.txt,official,A+,automotive,3,51,55.6,41,,56.5,ok,Torque Generator | Engine,12b Allocation
227,data/000227/000227.sysml,data/000227/000227.txt,official,A+,automotive,1,0,0,,,0,ok,,13a Model Containment
228,data/000228/000228.sysml,data/000228/000228.txt,official,A+,automotive,4,73.7,70.3,76.9,,75.4,ok,Seat Belt | Interior | Vehicle | Alarm | keylessEntry | bumper,Driver Air Bag | Driver Air Bag
229,data/000229/000229.sysml,data/000229/000229.txt,official,A+,automotive,4,76.6,75.4,76.9,,78.6,ok,Seat Belt | Interior | Vehicle | Alarm | antilockBrakes | keylessEntry,Driver Air Bag | Driver Air Bag
230,data/000230/000230.sysml,data/000230/000230.txt,official,A+,automotive,3,62.1,49.4,79,,61.2,ok,Interior | Interior,Vehicle1 C1
231,data/000231/000231.sysml,data/000231/000231.txt,official,A+,unknown,3,57.9,57.5,,,59.3,ok,part_X | Classification Level,14a Language Extensions
232,data/000232/000232.sysml,data/000232/000232.txt,official,A+,automotive,4,81.1,63.7,100,94,76.9,ok,Vehicle Control Unit | Engine Control Unit | Can Bus | Engine | Can Bus | Engine,14b Language Extensions | vehicle1
233,data/000233/000233.sysml,data/000233/000233.txt,official,A+,medical,2,27.5,39.2,21.1,0,35.3,ok,Glucose Meter | Battery | patient | Battery,14c Language Extensions | FMEAItem | Status | SIL | Glucosemeter | Status
234,data/000234/000234.sysml,data/000234/000234.txt,official,A+,unknown,2,28.8,27.3,,,33.3,ok,,15 01 Constants
235,data/000235/000235.sysml,data/000235/000235.txt,official,A+,automotive,3,54.6,28.2,94,60.6,44.9,ok,French Tire | French Tire | width: Integer,15 02 Basic Value Properties | Length Value
236,data/000236/000236.sysml,data/000236/000236.txt,official,A+,automotive,4,80.9,68.4,98,82.2,79,ok,Right Front Wheel | Wheel | Tire | rightFrontWheel | tire | Left Front Wheel,profileDepth: LengthValue default 6.0 | 15 03 Value Expression
237,data/000237/000237.sysml,data/000237/000237.txt,official,A+,automotive,4,75.2,68.8,,94,70.9,ok,Transmission | Engine | Vehicle | isHighPerformance: Boolean,15 04 Logical Expressions
238,data/000238/000238.sysml,data/000238/000238.txt,official,A+,automotive,3,51.9,38.7,47.8,81.3,56.8,ok,radius: LengthValue | length: LengthValue | mass: MassValue | wheel: Wheel,15 05 Unification Of Expression And Constraint Definition
239,data/000239/000239.sysml,data/000239/000239.txt,official,A+,unknown,2,28.8,27.3,,,33.3,ok,,15 06 System Of Quantities
240,data/000240/000240.sysml,data/000240/000240.txt,official,A+,unknown,2,28.8,27.3,,,33.3,ok,,15 07 System Of Units And Scales
241,data/000241/000241.sysml,data/000241/000241.txt,official,A+,automotive,2,42.3,40.3,,41,47.7,ok,,15 08 Range Restriction
242,data/000242/000242.sysml,data/000242/000242.txt,official,A+,unknown,2,41.6,45.5,43.6,18.2,48.8,ok,Diameter | Condition Color | Condition Color,15.10 Primitive Data Types | Unsigned Integer | Unsigned Real | base: ISQ LengthValue | x: Real self
243,data/000243/000243.sysml,data/000243/000243.txt,official,A+,software,3,61.5,61.1,56.9,,68.7,ok,Bag<Spare Part> | List<Integer> | Array<Real> | List Integer,15 11 Variable Length Collection Types
244,data/000244/000244.sysml,data/000244/000244.txt,official,A+,automotive,2,28.3,18.9,26.4,47.3,31.9,ok,width: Integer,15 12 Compound Value Type | Length Value | Length Value | base: Real
