sysml_path,readiness_percent,readiness_band,l1_structural_score,l2_behavioral_score,l3_property_score,observability_score,repair_score,sequence_validity,ready_signals,improvement_cues,parse_status
data/000079/000079.sysml,12.5,Not Ready,39.6,0.0,0.0,2.5,22.3,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000080/000080.sysml,8.4,Not Ready,29.4,0.0,0.0,2.5,6.3,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000081/000081.sysml,8.2,Not Ready,29.4,0.0,0.0,2.5,4.3,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000082/000082.sysml,56.1,Behavior-Partially Ready,67.1,53.8,61.6,39.5,45.5,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000083/000083.sysml,66.1,Behavior-Partially Ready,77.9,67.7,61.7,54.5,61.4,100.0%,Layer 1 compiler and type-resolution signals look strong.,"Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000084/000084.sysml,16.4,Not Ready,45.1,0.0,0.0,15.0,28.5,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000085/000085.sysml,49.2,Mostly Structural,70.0,37.3,37.7,44.0,63.4,100.0%,Layer 1 compiler and type-resolution signals look strong.,"Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000086/000086.sysml,93.2,SENTINEL-Ready,100.0,85.7,87.9,100.0,98.2,99.2%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000087/000087.sysml,67.1,Behavior-Partially Ready,78.8,63.8,55.2,78.5,58.6,100.0%,Layer 1 compiler and type-resolution signals look strong. | Simulation traces should be observable enough to compare against requirements.,"Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000088/000088.sysml,65.0,Behavior-Partially Ready,65.9,67.5,61.1,70.0,59.2,100.0%,Simulation traces should be observable enough to compare against requirements.,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000089/000089.sysml,8.3,Not Ready,30.7,0.0,0.0,0.0,6.0,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000090/000090.sysml,87.4,SENTINEL-Ready,70.0,100.0,94.0,90.0,78.8,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000091/000091.sysml,59.7,Behavior-Partially Ready,67.1,63.8,55.2,46.0,62.7,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000092/000092.sysml,62.9,Behavior-Partially Ready,58.9,71.3,58.4,69.0,53.6,100.0%,Layer 2 executable behavior looks ready for simulation feedback.,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000093/000093.sysml,16.3,Not Ready,52.9,0.0,0.0,0.0,30.8,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000094/000094.sysml,75.6,Simulation-Ready,73.6,75.0,74.9,93.0,58.1,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements.,Name and modularize behavioral fragments so repair prompts can stay targeted.,ok
data/000095/000095.sysml,8.2,Not Ready,29.4,0.0,0.0,2.5,4.3,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000096/000096.sysml,8.2,Not Ready,29.4,0.0,0.0,2.5,4.3,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000097/000097.sysml,8.9,Not Ready,32.2,0.0,0.0,2.5,4.5,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000098/000098.sysml,13.7,Not Ready,46.2,0.0,0.0,7.5,10.2,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
